timestamp,studio_id,session_id,face_detected,pitch,yaw,roll,status
2026-04-06T17:13:05.779857,S01,SESSION_001,True,1.98,-5.01,-0.11,facing_camera
2026-04-06T17:13:06.795960,S01,SESSION_001,True,-0.42,-4.02,-0.11,facing_camera
2026-04-06T17:13:07.797439,S01,SESSION_001,True,-3.14,-6.43,-0.08,facing_camera
2026-04-06T17:13:08.814947,S01,SESSION_001,True,-1.1,-13.34,0.1,facing_camera
2026-04-06T17:13:09.845627,S01,SESSION_001,True,-3.6,-5.8,-0.1,facing_camera
2026-04-06T17:13:10.845753,S01,SESSION_001,True,-7.37,-2.5,-0.09,facing_camera
2026-04-06T17:13:11.850722,S01,SESSION_001,True,-5.83,-1.55,-0.18,facing_camera
2026-04-06T17:13:12.880720,S01,SESSION_001,True,-5.44,-2.77,-0.21,facing_camera
2026-04-06T17:13:13.895265,S01,SESSION_001,True,-5.34,-2.83,-0.19,facing_camera
2026-04-06T17:14:36.231991,S01,SESSION_001,True,-3.46,-2.63,-0.15,facing_camera
2026-04-06T17:14:37.258585,S01,SESSION_001,True,-3.63,-1.79,-0.21,facing_camera
2026-04-06T17:14:38.266562,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:14:39.277812,S01,SESSION_001,True,-6.12,-2.05,-0.12,facing_camera
2026-04-06T17:14:40.308843,S01,SESSION_001,True,-8.01,-2.49,-0.09,facing_camera
2026-04-06T17:14:41.326056,S01,SESSION_001,True,-0.19,-1.01,-0.17,facing_camera
2026-04-06T17:14:42.349022,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:14:43.349212,S01,SESSION_001,False,0,0,0,off_frame
2026-04-06T17:14:44.358174,S01,SESSION_001,True,1.19,0.04,-0.12,facing_camera
2026-04-06T17:14:45.376361,S01,SESSION_001,True,0.4,-2.07,-0.12,facing_camera
2026-04-06T17:14:46.377239,S01,SESSION_001,True,10.59,7.44,-0.1,not_detected
2026-04-06T17:14:47.400210,S01,SESSION_001,False,0,0,0,off_frame
2026-04-06T17:14:48.427254,S01,SESSION_001,True,-0.21,-3.75,-0.12,facing_camera
2026-04-06T17:14:49.428806,S01,SESSION_001,True,-2.38,14.38,-0.41,facing_camera
2026-04-06T17:14:50.459494,S01,SESSION_001,True,-4.78,13.52,-0.45,facing_camera
2026-04-06T17:14:51.483530,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:14:52.491810,S01,SESSION_001,True,-1.84,16.11,-0.43,facing_camera
2026-04-06T17:14:53.497320,S01,SESSION_001,True,-2.61,16.1,-0.4,not_facing_camera
2026-04-06T17:14:54.527368,S01,SESSION_001,True,1.26,13.74,-0.25,facing_camera
2026-04-06T17:14:55.526372,S01,SESSION_001,True,-0.43,3.19,-0.16,facing_camera
2026-04-06T17:14:56.541372,S01,SESSION_001,True,-0.98,-3.5,-0.09,facing_camera
2026-04-06T17:14:57.541897,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:14:58.574340,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:14:59.574341,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:15:00.577292,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:15:01.578489,S01,SESSION_001,True,-0.37,-6.89,-0.0,facing_camera
2026-04-06T17:15:02.608507,S01,SESSION_001,True,0,0,0,not_facing_camera
2026-04-06T17:15:03.610714,S01,SESSION_001,True,11.32,-19.57,0.56,facing_camera
2026-04-06T17:15:04.645592,S01,SESSION_001,True,1.08,-1.67,-0.13,facing_camera
2026-04-06T17:15:05.655128,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:15:06.683083,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:15:07.696174,S01,SESSION_001,True,-1.7,-2.97,-0.07,off_frame
2026-04-06T17:15:08.724437,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:15:09.751437,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:15:10.783479,S01,SESSION_001,False,0,0,0,off_frame
2026-04-06T17:15:11.783479,S01,SESSION_001,False,0,0,0,facing_camera
2026-04-06T17:15:12.792510,S01,SESSION_001,True,-4.61,-2.49,-0.08,not_detected
2026-04-06T17:15:13.825772,S01,SESSION_001,True,-4.32,-2.03,-0.09,facing_camera
2026-04-06T17:15:14.841741,S01,SESSION_001,True,-6.28,-1.86,-0.11,facing_camera
2026-04-06T17:15:15.846928,S01,SESSION_001,True,-2.57,-2.79,-0.09,facing_camera
2026-04-06T17:15:16.876515,S01,SESSION_001,True,-0.44,-1.7,-0.11,facing_camera
2026-04-06T17:15:17.909512,S01,SESSION_001,True,4.2,14.47,-0.24,facing_camera
2026-04-06T17:15:18.910615,S01,SESSION_001,True,-0.74,14.52,-0.39,facing_camera
2026-04-06T17:15:19.942554,S01,SESSION_001,True,-3.63,13.22,-0.42,not_facing_camera
2026-04-06T17:15:20.976108,S01,SESSION_001,True,-0.45,2.58,-0.23,facing_camera
2026-04-06T17:15:21.976150,S01,SESSION_001,True,1.67,-6.4,-0.09,facing_camera
2026-04-06T17:15:22.992672,S01,SESSION_001,True,-4.04,13.69,-0.37,not_detected
2026-04-06T17:15:24.025638,S01,SESSION_001,True,-4.18,13.27,-0.39,facing_camera
2026-04-06T17:15:25.041665,S01,SESSION_001,True,0.06,14.45,-0.26,not_detected
2026-04-06T17:15:26.041857,S01,SESSION_001,True,-1.1,12.38,-0.24,facing_camera
2026-04-06T17:15:27.075859,S01,SESSION_001,True,-2.61,11.22,-0.28,not_detected
2026-04-06T17:15:28.100404,S01,SESSION_001,False,0,0,0,facing_camera
2026-04-06T17:15:29.110922,S01,SESSION_001,True,-3.65,-4.05,-0.13,facing_camera
2026-04-06T17:15:30.142921,S01,SESSION_001,True,-5.38,-3.53,-0.22,facing_camera
2026-04-06T17:15:31.176924,S01,SESSION_001,True,-4.07,13.81,-0.48,facing_camera
2026-04-06T17:15:32.178270,S01,SESSION_001,True,-5.83,13.06,-0.53,facing_camera
2026-04-06T17:15:33.209272,S01,SESSION_001,True,-6.22,14.81,-0.58,not_facing_camera
2026-04-06T17:15:34.274731,S01,SESSION_001,True,-3.72,-0.41,-0.28,facing_camera
2026-04-06T17:15:35.291645,S01,SESSION_001,True,-2.84,-6.43,-0.11,not_detected
2026-04-06T17:15:36.323677,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:15:37.326644,S01,SESSION_001,True,-8.95,-4.76,-0.08,facing_camera
2026-04-06T17:15:38.358201,S01,SESSION_001,True,-5.25,-5.48,-0.11,facing_camera
2026-04-06T17:15:39.360067,S01,SESSION_001,True,-7.43,-3.76,-0.13,facing_camera
2026-04-06T17:15:40.360182,S01,SESSION_001,True,-6.33,-5.86,-0.09,facing_camera
2026-04-06T17:15:41.361184,S01,SESSION_001,True,-7.33,-3.73,-0.13,not_detected
2026-04-06T17:15:42.376184,S01,SESSION_001,True,-6.4,-3.1,-0.21,facing_camera
2026-04-06T17:15:43.376279,S01,SESSION_001,True,-14.32,-1.11,-0.21,head_down
2026-04-06T17:15:44.379243,S01,SESSION_001,True,-12.48,-1.56,-0.2,head_down
